[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-18 19:16:58] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-18 19:16:58] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416\
[2024-11-18 19:16:58] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/agency/
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/swiper/v8/css
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/swiper/v8/css
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/swiper/v8/css
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/swiper/v8
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/swiper/v8
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/swiper/v8
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/swiper/v8
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/tipsy
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/tipsy
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/tipsy
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/lib/tipsy
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:93] [Transfer] Total Pages:971. Processed Pages: 250
[2024-11-18 19:21:12] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 250 of 971 files
[2024-11-18 19:21:12] [trait-can-process-pages.php:107] Total pages: 971; Pages remaining: 721
[2024-11-18 19:21:12] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-11-18 19:21:12] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-11-18 19:21:12] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:12] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:13] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:14] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:15] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:17] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:17] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:18] [class-ss-transfer-files-locally-task.php:93] [Transfer] Total Pages:971. Processed Pages: 300
[2024-11-18 19:21:18] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 300 of 971 files
[2024-11-18 19:21:19] [trait-can-process-pages.php:107] Total pages: 971; Pages remaining: 671
[2024-11-18 19:21:19] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-11-18 19:21:19] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-11-18 19:21:19] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
[2024-11-18 19:21:19] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/Agency/wp-content/plugins/elementor/assets/js
